2021-07-11,福岡県,2,3
2021-07-11,東京都,1,0
2021-07-11,神奈川県,1,0
2021-07-11,岐阜県,1,0
2021-07-11,群馬県,2,0
2021-07-12,千葉県,3,2
2021-07-12,千葉県,2,0
2021-07-12,栃木県,3,1
2021-07-13,千葉県,1,0
2021-07-13,栃木県,3,1
2021-07-13,埼玉県,2,0
2021-07-13,神奈川県,3,1
2021-07-13,埼玉県,1,0
2021-07-14,福島県,2,0
2021-07-14,群馬県,2,3
2021-07-14,埼玉県,2,0
2021-07-14,京都府,2,3
2021-07-14,栃木県,3,2
2021-07-15,茨城県,1,0
2021-07-15,神奈川県,2,3
2021-07-15,岐阜県,3,2
2021-07-15,群馬県,2,0
2021-07-15,群馬県,2,0
2021-07-15,東京都,1,0
2021-07-16,千葉県,2,3
2021-07-16,東京都,2,1
2021-07-16,茨城県,3,0
2021-07-16,栃木県,2,1
2021-07-16,埼玉県,3,2
2021-07-17,神奈川県,2,0
2021-07-17,東京都,1,0
2021-07-17,福島県,3,0
2021-07-17,群馬県,4,2
2021-07-17,群馬県,1,0
2021-07-17,東京都,2,1
2021-07-17,茨城県,1,0
2021-07-17,東京都,2,0
2021-07-17,栃木県,2,0
2021-07-17,北海道,2,1
2021-07-17,神奈川県,2,0
2021-07-17,東京都,2,0
2021-07-17,東京都,4,2
2021-07-17,東京都,2,1
2021-07-17,神奈川県,1,0
2021-07-17,東京都,2,0
2021-07-17,東京都,1,0
2021-07-17,神奈川県,2,0
2021-07-17,茨城県,3,2
2021-07-17,東京都,2,0
2021-07-18,神奈川県,2,1
2021-07-18,群馬県,1,0
2021-07-18,埼玉県,2,2
2021-07-18,福島県,3,0
2021-07-18,栃木県,2,1
2021-07-18,福島県,2,2
2021-07-18,千葉県,2,1
2021-07-18,岐阜県,4,2
2021-07-18,栃木県,3,0
2021-07-18,千葉県,1,0
2021-07-18,千葉県,2,2
2021-07-18,福岡県,1,0
2021-07-18,埼玉県,1,0
2021-07-18,群馬県,3,1
2021-07-18,千葉県,4,2
2021-07-18,群馬県,3,1
2021-07-18,東京都,2,0
2021-07-18,北海道,1,0
2021-07-18,東京都,3,1
2021-07-18,東京都,2,3
2021-07-18,栃木県,2,0
2021-07-18,東京都,2,0
2021-07-18,茨城県,3,1
2021-07-18,群馬県,2,3
2021-07-18,東京都,3,2
2021-07-19,大阪府,2,1
2021-07-19,千葉県,4,2
2021-07-19,静岡県,3,0
2021-07-19,東京都,2,0
2021-07-20,東京都,3,1
2021-07-20,神奈川県,2,1
2021-07-20,千葉県,2,0
2021-07-20,千葉県,3,0
2021-07-20,千葉県,2,0
2021-07-20,群馬県,2,2
2021-07-21,千葉県,1,0
2021-07-21,千葉県,3,0
2021-07-21,埼玉県,3,1
2021-07-21,千葉県,1,0
2021-07-21,千葉県,1,0
2021-07-22,神奈川県,2,3
2021-07-22,神奈川県,1,0
2021-07-22,大阪府,2,1
2021-07-22,千葉県,3,2
2021-07-22,京都府,2,0
2021-07-22,京都府,2,1
2021-07-23,東京都,2,0
2021-07-23,群馬県,2,0
2021-07-23,長野県,1,0
2021-07-23,東京都,1,0
2021-07-23,東京都,1,0
2021-07-23,神奈川県,2,0
2021-07-23,千葉県,2,0
2021-07-23,神奈川県,2,2
2021-07-24,神奈川県,3,0
2021-07-24,茨城県,2,2
2021-07-24,群馬県,4,2
2021-07-24,東京都,2,1
2021-07-24,栃木県,2,0
2021-07-24,福島県,2,0
2021-07-24,神奈川県,1,0
2021-07-24,神奈川県,2,0
2021-07-24,埼玉県,2,1
2021-07-24,群馬県,3,0
2021-07-24,栃木県,3,0
2021-07-24,大阪府,2,3
2021-07-24,岐阜県,1,0
2021-07-24,福島県,3,1
2021-07-24,千葉県,2,1
2021-07-24,神奈川県,2,0
2021-07-24,茨城県,2,0
2021-07-24,東京都,3,1
2021-07-24,埼玉県,1,0
2021-07-24,千葉県,2,1
2021-07-24,神奈川県,2,0
2021-07-24,神奈川県,3,2
2021-07-25,神奈川県,2,3
2021-07-25,東京都,2,0
2021-07-25,埼玉県,3,0
2021-07-25,栃木県,4,2
2021-07-25,群馬県,3,2
2021-07-25,埼玉県,2,1
2021-07-25,千葉県,1,0
2021-07-25,東京都,2,3
2021-07-25,神奈川県,2,3
2021-07-25,千葉県,2,2
2021-07-25,東京都,2,0
2021-07-25,東京都,4,2
2021-07-25,東京都,3,1
2021-07-25,千葉県,2,2
2021-07-25,千葉県,2,0
2021-07-25,福島県,2,0
2021-07-25,東京都,2,3
2021-07-25,神奈川県,2,1
2021-07-25,埼玉県,4,2
2021-07-25,東京都,2,1
2021-07-25,神奈川県,2,0
2021-07-25,埼玉県,3,0
2021-07-25,栃木県,2,1
2021-07-25,東京都,2,2
2021-07-25,東京都,2,1
2021-07-25,神奈川県,3,1
2021-07-25,埼玉県,2,3
2021-07-25,群馬県,2,1
2021-07-25,静岡県,2,3
2021-07-26,茨城県,4,2
2021-07-26,東京都,1,0
2021-07-26,神奈川県,2,0
2021-07-26,栃木県,1,0
2021-07-26,岐阜県,2,2
2021-07-26,東京都,4,2
2021-07-26,千葉県,2,1
2021-07-26,埼玉県,2,1
2021-07-26,千葉県,2,1
2021-07-26,東京都,3,0
2021-07-27,群馬県,4,2
2021-07-27,埼玉県,2,1
2021-07-27,群馬県,2,1
2021-07-27,千葉県,3,0
2021-07-27,東京都,2,2
2021-07-27,神奈川県,2,0
2021-07-27,神奈川県,2,1
2021-07-27,東京都,2,0
2021-07-27,埼玉県,2,3
2021-07-27,東京都,1,0
2021-07-27,神奈川県,3,0
2021-07-27,大阪府,3,1
2021-07-28,埼玉県,2,0
2021-07-28,神奈川県,2,0
2021-07-28,福島県,2,0
2021-07-28,長野県,1,0
2021-07-28,東京都,3,1
2021-07-28,大阪府,3,0
2021-07-28,神奈川県,2,2
2021-07-28,東京都,2,0
2021-07-28,茨城県,4,2
2021-07-29,東京都,2,2
2021-07-29,埼玉県,2,0
2021-07-29,千葉県,2,3
2021-07-29,神奈川県,3,2
2021-07-29,福島県,2,1
2021-07-29,新潟県,3,1
2021-07-29,東京都,1,0
2021-07-29,埼玉県,3,2
2021-07-29,東京都,2,0
2021-07-29,埼玉県,3,0
2021-07-29,茨城県,3,0
2021-07-30,東京都,3,1
2021-07-30,神奈川県,3,1
2021-07-30,埼玉県,2,0
2021-07-30,神奈川県,2,0
2021-07-30,埼玉県,2,0
2021-07-30,東京都,2,3
2021-07-30,東京都,2,0
2021-07-30,神奈川県,4,2
2021-07-30,埼玉県,3,2
2021-07-30,東京都,3,1
2021-07-30,北海道,1,0
2021-07-30,東京都,2,0
2021-07-31,沖縄県,2,0
2021-07-31,千葉県,2,3
2021-07-31,静岡県,3,1
2021-07-31,栃木県,3,2
2021-07-31,茨城県,2,2
2021-07-31,東京都,1,0
2021-07-31,群馬県,1,0
2021-07-31,栃木県,4,2
2021-07-31,東京都,2,1
2021-07-31,東京都,1,0
2021-07-31,東京都,3,0
2021-07-31,神奈川県,1,0
2021-07-31,東京都,2,0
2021-07-31,福岡県,3,0
2021-07-31,埼玉県,1,0
2021-07-31,京都府,2,0
2021-07-31,東京都,2,1
2021-07-31,新潟県,2,3
2021-07-31,埼玉県,2,0
2021-07-31,栃木県,4,2
2021-07-31,千葉県,3,0
2021-07-31,栃木県,2,0
2021-07-31,東京都,3,0
2021-07-31,埼玉県,3,2
2021-07-31,千葉県,3,1
2021-07-31,茨城県,1,0
2021-07-31,千葉県,3,2
2021-07-31,群馬県,2,0
2021-07-31,千葉県,1,0
2021-07-31,群馬県,1,0
2021-07-31,栃木県,3,2
